instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_celcius,hum_percent,windspeed_kmh,temp_group,hum_group,windspeed_group
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,8.2,32.0,30.0,Rendah,Rendah,Sangat Tinggi
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,7.4,29.0,30.0,Rendah,Rendah,Sangat Tinggi
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,6.6,37.0,37.0,Rendah,Rendah,Sangat Tinggi
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,5.7,39.0,20.0,Rendah,Rendah,Sangat Tinggi
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,5.7,36.0,17.0,Rendah,Rendah,Tinggi
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,4.9,36.0,17.0,Rendah,Rendah,Tinggi
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,4.9,39.0,24.0,Rendah,Rendah,Sangat Tinggi
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,4.9,36.0,26.0,Rendah,Rendah,Sangat Tinggi
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,4.1,39.0,30.0,Rendah,Rendah,Sangat Tinggi
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,4.1,42.0,26.0,Rendah,Rendah,Sangat Tinggi
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,4.1,42.0,31.0,Rendah,Rendah,Sangat Tinggi
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,4.1,46.0,31.0,Rendah,Rendah,Sangat Tinggi
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,4.1,46.0,28.0,Rendah,Rendah,Sangat Tinggi
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,3.3,53.0,13.0,Rendah,Sedang,Sedang
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,3.3,53.0,13.0,Rendah,Sedang,Sedang
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,4.1,49.0,19.0,Rendah,Sedang,Sangat Tinggi
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,3.3,53.0,13.0,Rendah,Sedang,Sedang
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,4.1,49.0,19.0,Rendah,Sedang,Sangat Tinggi
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,4.9,46.0,35.0,Rendah,Rendah,Sangat Tinggi
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,5.7,43.0,26.0,Rendah,Rendah,Sangat Tinggi
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,6.6,40.0,35.0,Rendah,Rendah,Sangat Tinggi
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,7.4,37.0,30.0,Rendah,Rendah,Sangat Tinggi
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,8.2,34.0,30.0,Rendah,Rendah,Sangat Tinggi
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,9.0,32.0,31.0,Rendah,Rendah,Sangat Tinggi
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,9.0,35.0,24.0,Rendah,Rendah,Sangat Tinggi
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,8.2,34.0,30.0,Rendah,Rendah,Sangat Tinggi
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,7.4,37.0,26.0,Rendah,Rendah,Sangat Tinggi
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,6.6,40.0,22.0,Rendah,Rendah,Sangat Tinggi
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,6.6,43.0,22.0,Rendah,Rendah,Sangat Tinggi
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,5.7,46.0,17.0,Rendah,Rendah,Tinggi
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,5.7,46.0,28.0,Rendah,Rendah,Sangat Tinggi
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,5.7,46.0,20.0,Rendah,Rendah,Sangat Tinggi
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,4.9,50.0,13.0,Rendah,Sedang,Sedang
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,4.9,50.0,19.0,Rendah,Sedang,Sangat Tinggi
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,4.9,50.0,19.0,Rendah,Sedang,Sangat Tinggi
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,4.9,50.0,15.0,Rendah,Sedang,Tinggi
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,4.9,50.0,15.0,Rendah,Sedang,Tinggi
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,4.1,54.0,9.0,Rendah,Sedang,Sedang
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,4.1,54.0,17.0,Rendah,Sedang,Tinggi
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,4.9,50.0,19.0,Rendah,Sedang,Sangat Tinggi
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,4.9,50.0,15.0,Rendah,Sedang,Tinggi
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,4.9,50.0,19.0,Rendah,Sedang,Sangat Tinggi
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,5.7,50.0,17.0,Rendah,Sedang,Tinggi
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,5.7,50.0,20.0,Rendah,Sedang,Sangat Tinggi
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,6.6,47.0,19.0,Rendah,Rendah,Sangat Tinggi
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,8.2,40.0,19.0,Rendah,Rendah,Sangat Tinggi
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,8.2,40.0,19.0,Rendah,Rendah,Sangat Tinggi
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,8.2,40.0,15.0,Rendah,Rendah,Tinggi
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,8.2,40.0,15.0,Rendah,Rendah,Tinggi
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,8.2,40.0,9.0,Rendah,Rendah,Sedang
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,8.2,40.0,7.0,Rendah,Rendah,Rendah
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,8.2,40.0,15.0,Rendah,Rendah,Tinggi
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,6.6,47.0,11.0,Rendah,Rendah,Sedang
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,6.6,50.0,11.0,Rendah,Sedang,Sedang
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,5.7,59.0,13.0,Rendah,Sedang,Sedang
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,5.7,59.0,11.0,Rendah,Sedang,Sedang
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,5.7,59.0,11.0,Rendah,Sedang,Sedang
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,5.7,59.0,7.0,Rendah,Sedang,Rendah
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,5.7,59.0,11.0,Rendah,Sedang,Sedang
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,6.6,55.0,13.0,Rendah,Sedang,Sedang
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,6.6,55.0,9.0,Rendah,Sedang,Sedang
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,6.6,55.0,9.0,Rendah,Sedang,Sedang
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,6.6,55.0,0.0,Rendah,Sedang,Rendah
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,7.4,51.0,6.0,Rendah,Sedang,Rendah
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,7.4,51.0,11.0,Rendah,Sedang,Sedang
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,8.2,51.0,11.0,Rendah,Sedang,Sedang
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,8.2,47.0,9.0,Rendah,Rendah,Sedang
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,8.2,51.0,7.0,Rendah,Sedang,Rendah
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,8.2,59.0,6.0,Rendah,Sedang,Rendah
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,8.2,59.0,6.0,Rendah,Sedang,Rendah
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,6.6,80.0,6.0,Rendah,Sangat Tinggi,Rendah
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,6.6,86.0,15.0,Rendah,Sangat Tinggi,Tinggi
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,6.6,86.0,15.0,Rendah,Sangat Tinggi,Tinggi
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,6.6,93.0,7.0,Rendah,Sangat Tinggi,Rendah
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,6.6,93.0,0.0,Rendah,Sangat Tinggi,Rendah
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,6.6,93.0,13.0,Rendah,Sangat Tinggi,Sedang
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,6.6,86.0,6.0,Rendah,Sangat Tinggi,Rendah
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,6.6,93.0,7.0,Rendah,Sangat Tinggi,Rendah
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,6.6,93.0,6.0,Rendah,Sangat Tinggi,Rendah
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,6.6,86.0,6.0,Rendah,Sangat Tinggi,Rendah
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,6.6,86.0,7.0,Rendah,Sangat Tinggi,Rendah
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,5.7,86.0,9.0,Rendah,Sangat Tinggi,Sedang
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,5.7,86.0,11.0,Rendah,Sangat Tinggi,Sedang
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,4.9,93.0,9.0,Rendah,Sangat Tinggi,Sedang
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,5.7,69.0,9.0,Rendah,Tinggi,Sedang
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,6.6,59.0,11.0,Rendah,Sedang,Sedang
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,6.6,59.0,22.0,Rendah,Sedang,Sangat Tinggi
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,7.4,55.0,15.0,Rendah,Sedang,Tinggi
265,2011-01-12,1,0,1,11,0,3,1,1,0.2,0.1818,0.51,0.3881,3,32,35,8.2,51.0,26.0,Rendah,Sedang,Sangat Tinggi
266,2011-01-12,1,0,1,12,0,3,1,1,0.2,0.1515,0.47,0.5821,3,52,55,8.2,47.0,39.0,Rendah,Rendah,Sangat Tinggi
267,2011-01-12,1,0,1,13,0,3,1,1,0.22,0.197,0.44,0.3582,0,49,49,9.0,44.0,24.0,Rendah,Rendah,Sangat Tinggi
268,2011-01-12,1,0,1,14,0,3,1,1,0.2,0.1818,0.47,0.3284,0,44,44,8.2,47.0,22.0,Rendah,Rendah,Sangat Tinggi
269,2011-01-12,1,0,1,15,0,3,1,1,0.2,0.1667,0.47,0.4179,1,48,49,8.2,47.0,28.0,Rendah,Rendah,Sangat Tinggi
270,2011-01-12,1,0,1,16,0,3,1,1,0.22,0.197,0.44,0.3284,5,63,68,9.0,44.0,22.0,Rendah,Rendah,Sangat Tinggi
271,2011-01-12,1,0,1,17,0,3,1,1,0.2,0.1818,0.47,0.3582,0,139,139,8.2,47.0,24.0,Rendah,Rendah,Sangat Tinggi
272,2011-01-12,1,0,1,18,0,3,1,1,0.2,0.1515,0.47,0.5224,2,135,137,8.2,47.0,35.0,Rendah,Rendah,Sangat Tinggi
273,2011-01-12,1,0,1,19,0,3,1,1,0.18,0.1515,0.47,0.4179,1,82,83,7.4,47.0,28.0,Rendah,Rendah,Sangat Tinggi
274,2011-01-12,1,0,1,20,0,3,1,1,0.16,0.1364,0.5,0.3284,2,54,56,6.6,50.0,22.0,Rendah,Sedang,Sangat Tinggi
275,2011-01-12,1,0,1,21,0,3,1,1,0.16,0.1364,0.55,0.3284,0,57,57,6.6,55.0,22.0,Rendah,Sedang,Sangat Tinggi
276,2011-01-12,1,0,1,22,0,3,1,1,0.16,0.1212,0.55,0.4478,1,32,33,6.6,55.0,30.0,Rendah,Sedang,Sangat Tinggi
277,2011-01-12,1,0,1,23,0,3,1,1,0.14,0.1061,0.59,0.4179,1,19,20,5.7,59.0,28.0,Rendah,Sedang,Sangat Tinggi
278,2011-01-13,1,0,1,0,0,4,1,1,0.14,0.1212,0.59,0.2836,1,6,7,5.7,59.0,19.0,Rendah,Sedang,Sangat Tinggi
279,2011-01-13,1,0,1,1,0,4,1,1,0.14,0.1212,0.5,0.2836,0,2,2,5.7,50.0,19.0,Rendah,Sedang,Sangat Tinggi
280,2011-01-13,1,0,1,2,0,4,1,1,0.14,0.1212,0.5,0.3582,0,2,2,5.7,50.0,24.0,Rendah,Sedang,Sangat Tinggi
281,2011-01-13,1,0,1,3,0,4,1,1,0.14,0.1212,0.5,0.3284,0,3,3,5.7,50.0,22.0,Rendah,Sedang,Sangat Tinggi
282,2011-01-13,1,0,1,4,0,4,1,1,0.14,0.1212,0.5,0.2537,0,4,4,5.7,50.0,17.0,Rendah,Sedang,Tinggi
283,2011-01-13,1,0,1,5,0,4,1,1,0.14,0.1212,0.5,0.2985,0,3,3,5.7,50.0,20.0,Rendah,Sedang,Sangat Tinggi
284,2011-01-13,1,0,1,6,0,4,1,1,0.12,0.1515,0.54,0.1343,0,28,28,4.9,54.0,9.0,Rendah,Sedang,Sedang
285,2011-01-13,1,0,1,7,0,4,1,1,0.12,0.1515,0.54,0.1343,0,72,72,4.9,54.0,9.0,Rendah,Sedang,Sedang
286,2011-01-13,1,0,1,8,0,4,1,1,0.14,0.1364,0.5,0.194,5,197,202,5.7,50.0,13.0,Rendah,Sedang,Sedang
287,2011-01-13,1,0,1,9,0,4,1,1,0.14,0.1212,0.5,0.3284,2,137,139,5.7,50.0,22.0,Rendah,Sedang,Sangat Tinggi
288,2011-01-13,1,0,1,10,0,4,1,2,0.16,0.1364,0.5,0.3582,2,36,38,6.6,50.0,24.0,Rendah,Sedang,Sangat Tinggi
289,2011-01-13,1,0,1,11,0,4,1,2,0.2,0.1667,0.44,0.4478,4,33,37,8.2,44.0,30.0,Rendah,Rendah,Sangat Tinggi
290,2011-01-13,1,0,1,12,0,4,1,1,0.2,0.1667,0.44,0.4179,3,49,52,8.2,44.0,28.0,Rendah,Rendah,Sangat Tinggi
291,2011-01-13,1,0,1,13,0,4,1,1,0.22,0.197,0.41,0.4478,2,81,83,9.0,41.0,30.0,Rendah,Rendah,Sangat Tinggi
292,2011-01-13,1,0,1,14,0,4,1,1,0.22,0.197,0.41,0.3881,3,39,42,9.0,41.0,26.0,Rendah,Rendah,Sangat Tinggi
293,2011-01-13,1,0,1,15,0,4,1,1,0.24,0.2121,0.38,0.2985,5,55,60,9.8,38.0,20.0,Rendah,Rendah,Sangat Tinggi
294,2011-01-13,1,0,1,16,0,4,1,1,0.24,0.2121,0.38,0.3582,2,76,78,9.8,38.0,24.0,Rendah,Rendah,Sangat Tinggi
295,2011-01-13,1,0,1,17,0,4,1,1,0.2,0.1818,0.4,0.2836,4,158,162,8.2,40.0,19.0,Rendah,Rendah,Sangat Tinggi
296,2011-01-13,1,0,1,18,0,4,1,1,0.2,0.1818,0.4,0.3284,3,141,144,8.2,40.0,22.0,Rendah,Rendah,Sangat Tinggi
297,2011-01-13,1,0,1,19,0,4,1,1,0.16,0.1515,0.47,0.2537,1,98,99,6.6,47.0,17.0,Rendah,Rendah,Tinggi
298,2011-01-13,1,0,1,20,0,4,1,1,0.16,0.1515,0.47,0.2239,0,64,64,6.6,47.0,15.0,Rendah,Rendah,Tinggi
299,2011-01-13,1,0,1,21,0,4,1,1,0.14,0.1212,0.46,0.2985,0,40,40,5.7,46.0,20.0,Rendah,Rendah,Sangat Tinggi
300,2011-01-13,1,0,1,22,0,4,1,1,0.14,0.1212,0.46,0.3284,0,30,30,5.7,46.0,22.0,Rendah,Rendah,Sangat Tinggi
301,2011-01-13,1,0,1,23,0,4,1,1,0.12,0.1364,0.5,0.194,1,14,15,4.9,50.0,13.0,Rendah,Sedang,Sedang
302,2011-01-14,1,0,1,0,0,5,1,1,0.12,0.1364,0.5,0.194,0,14,14,4.9,50.0,13.0,Rendah,Sedang,Sedang
303,2011-01-14,1,0,1,1,0,5,1,1,0.1,0.1212,0.54,0.1642,0,5,5,4.1,54.0,11.0,Rendah,Sedang,Sedang
304,2011-01-14,1,0,1,2,0,5,1,1,0.1,0.1212,0.54,0.1343,0,1,1,4.1,54.0,9.0,Rendah,Sedang,Sedang
305,2011-01-14,1,0,1,3,0,5,1,1,0.1,0.1364,0.54,0.1045,0,1,1,4.1,54.0,7.0,Rendah,Sedang,Rendah
306,2011-01-14,1,0,1,5,0,5,1,1,0.1,0.1364,0.54,0.0896,0,8,8,4.1,54.0,6.0,Rendah,Sedang,Rendah
307,2011-01-14,1,0,1,6,0,5,1,1,0.1,0.1818,0.54,0.0,0,17,17,4.1,54.0,0.0,Rendah,Sedang,Rendah
308,2011-01-14,1,0,1,7,0,5,1,1,0.1,0.1212,0.74,0.1642,0,70,70,4.1,74.0,11.0,Rendah,Tinggi,Sedang
309,2011-01-14,1,0,1,8,0,5,1,1,0.12,0.1667,0.68,0.0,2,156,158,4.9,68.0,0.0,Rendah,Tinggi,Rendah
310,2011-01-14,1,0,1,9,0,5,1,1,0.14,0.1515,0.69,0.1343,0,117,117,5.7,69.0,9.0,Rendah,Tinggi,Sedang
311,2011-01-14,1,0,1,10,0,5,1,1,0.18,0.1818,0.55,0.194,4,40,44,7.4,55.0,13.0,Rendah,Sedang,Sedang
312,2011-01-14,1,0,1,11,0,5,1,1,0.18,0.1667,0.51,0.2836,6,47,53,7.4,51.0,19.0,Rendah,Sedang,Sangat Tinggi
313,2011-01-14,1,0,1,12,0,5,1,1,0.2,0.197,0.44,0.2537,2,59,61,8.2,44.0,17.0,Rendah,Rendah,Tinggi
314,2011-01-14,1,0,1,13,0,5,1,1,0.22,0.197,0.37,0.3881,4,73,77,9.0,37.0,26.0,Rendah,Rendah,Sangat Tinggi
315,2011-01-14,1,0,1,14,0,5,1,1,0.22,0.2121,0.41,0.2836,5,59,64,9.0,41.0,19.0,Rendah,Rendah,Sangat Tinggi
316,2011-01-14,1,0,1,15,0,5,1,1,0.24,0.2424,0.38,0.1642,9,59,68,9.8,38.0,11.0,Rendah,Rendah,Sedang
317,2011-01-14,1,0,1,16,0,5,1,1,0.22,0.2424,0.41,0.1045,3,87,90,9.0,41.0,7.0,Rendah,Rendah,Rendah
318,2011-01-14,1,0,1,17,0,5,1,1,0.22,0.2273,0.41,0.1642,4,155,159,9.0,41.0,11.0,Rendah,Rendah,Sedang
319,2011-01-14,1,0,1,18,0,5,1,1,0.2,0.2576,0.47,0.0,5,134,139,8.2,47.0,0.0,Rendah,Rendah,Rendah
320,2011-01-14,1,0,1,19,0,5,1,1,0.16,0.197,0.59,0.0896,3,89,92,6.6,59.0,6.0,Rendah,Sedang,Rendah
321,2011-01-14,1,0,1,20,0,5,1,1,0.18,0.2424,0.59,0.0,0,68,68,7.4,59.0,0.0,Rendah,Sedang,Rendah
322,2011-01-14,1,0,1,21,0,5,1,1,0.16,0.2273,0.69,0.0,4,48,52,6.6,69.0,0.0,Rendah,Tinggi,Rendah
323,2011-01-14,1,0,1,22,0,5,1,2,0.16,0.2273,0.69,0.0,2,34,36,6.6,69.0,0.0,Rendah,Tinggi,Rendah
324,2011-01-14,1,0,1,23,0,5,1,2,0.18,0.2424,0.55,0.0,1,26,27,7.4,55.0,0.0,Rendah,Sedang,Rendah
325,2011-01-15,1,0,1,0,0,6,0,1,0.18,0.2424,0.55,0.0,3,25,28,7.4,55.0,0.0,Rendah,Sedang,Rendah
326,2011-01-15,1,0,1,1,0,6,0,2,0.16,0.197,0.59,0.0896,2,18,20,6.6,59.0,6.0,Rendah,Sedang,Rendah
327,2011-01-15,1,0,1,2,0,6,0,2,0.16,0.197,0.59,0.0896,0,12,12,6.6,59.0,6.0,Rendah,Sedang,Rendah
328,2011-01-15,1,0,1,3,0,6,0,2,0.16,0.2273,0.59,0.0,1,7,8,6.6,59.0,0.0,Rendah,Sedang,Rendah
329,2011-01-15,1,0,1,4,0,6,0,2,0.16,0.2273,0.59,0.0,0,5,5,6.6,59.0,0.0,Rendah,Sedang,Rendah
330,2011-01-15,1,0,1,5,0,6,0,1,0.16,0.2273,0.59,0.0,0,1,1,6.6,59.0,0.0,Rendah,Sedang,Rendah
331,2011-01-15,1,0,1,6,0,6,0,1,0.14,0.1667,0.63,0.1045,1,2,3,5.7,63.0,7.0,Rendah,Sedang,Rendah
332,2011-01-15,1,0,1,7,0,6,0,1,0.14,0.2121,0.63,0.0,1,9,10,5.7,63.0,0.0,Rendah,Sedang,Rendah
333,2011-01-15,1,0,1,8,0,6,0,1,0.14,0.1515,0.63,0.1343,1,22,23,5.7,63.0,9.0,Rendah,Sedang,Sedang
334,2011-01-15,1,0,1,9,0,6,0,1,0.16,0.1818,0.64,0.1343,2,31,33,6.6,64.0,9.0,Rendah,Tinggi,Sedang
335,2011-01-15,1,0,1,10,0,6,0,1,0.18,0.197,0.59,0.1642,2,57,59,7.4,59.0,11.0,Rendah,Sedang,Sedang
336,2011-01-15,1,0,1,11,0,6,0,1,0.2,0.197,0.55,0.2239,18,54,72,8.2,55.0,15.0,Rendah,Sedang,Tinggi
337,2011-01-15,1,0,1,12,0,6,0,1,0.24,0.2273,0.48,0.2239,15,74,89,9.8,48.0,15.0,Rendah,Rendah,Tinggi
338,2011-01-15,1,0,1,13,0,6,0,1,0.28,0.2576,0.38,0.2985,21,80,101,11.5,38.0,20.0,Rendah,Rendah,Sangat Tinggi
339,2011-01-15,1,0,1,14,0,6,0,1,0.3,0.2879,0.39,0.2836,26,92,118,12.3,39.0,19.0,Rendah,Rendah,Sangat Tinggi
340,2011-01-15,1,0,1,15,0,6,0,2,0.32,0.3182,0.36,0.194,21,108,129,13.1,36.0,13.0,Rendah,Rendah,Sedang
341,2011-01-15,1,0,1,16,0,6,0,2,0.34,0.3333,0.34,0.194,33,95,128,13.9,34.0,13.0,Rendah,Rendah,Sedang
342,2011-01-15,1,0,1,17,0,6,0,2,0.32,0.303,0.36,0.2836,29,54,83,13.1,36.0,19.0,Rendah,Rendah,Sangat Tinggi
343,2011-01-15,1,0,1,18,0,6,0,2,0.3,0.2879,0.45,0.2537,15,69,84,12.3,45.0,17.0,Rendah,Rendah,Tinggi
344,2011-01-15,1,0,1,19,0,6,0,2,0.32,0.303,0.39,0.2537,14,60,74,13.1,39.0,17.0,Rendah,Rendah,Tinggi
345,2011-01-15,1,0,1,20,0,6,0,2,0.32,0.303,0.39,0.2537,6,35,41,13.1,39.0,17.0,Rendah,Rendah,Tinggi
346,2011-01-15,1,0,1,21,0,6,0,2,0.32,0.303,0.39,0.2239,6,51,57,13.1,39.0,15.0,Rendah,Rendah,Tinggi
347,2011-01-15,1,0,1,22,0,6,0,2,0.3,0.3182,0.42,0.1045,0,26,26,12.3,42.0,7.0,Rendah,Rendah,Rendah
348,2011-01-15,1,0,1,23,0,6,0,1,0.3,0.2879,0.45,0.2836,5,39,44,12.3,45.0,19.0,Rendah,Rendah,Sangat Tinggi
349,2011-01-16,1,0,1,0,0,0,0,1,0.26,0.303,0.56,0.0,6,33,39,10.7,56.0,0.0,Rendah,Sedang,Rendah
350,2011-01-16,1,0,1,1,0,0,0,1,0.26,0.2727,0.56,0.1343,4,19,23,10.7,56.0,9.0,Rendah,Sedang,Sedang
351,2011-01-16,1,0,1,2,0,0,0,1,0.26,0.2879,0.56,0.0896,3,13,16,10.7,56.0,6.0,Rendah,Sedang,Rendah
352,2011-01-16,1,0,1,3,0,0,0,1,0.22,0.2727,0.69,0.0,9,6,15,9.0,69.0,0.0,Rendah,Tinggi,Rendah
353,2011-01-16,1,0,1,4,0,0,0,1,0.26,0.2576,0.56,0.1642,0,1,1,10.7,56.0,11.0,Rendah,Sedang,Sedang
